datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations,AVERAGE of Wind_MWh
2024-02-17,50.5,42.1,48.1,50.5,42.1,47.5,43.0,83.2,0.018,100,8.33,rain,0.0,0.0,15.2,9.0,345.3,1032.7,99.8,11.2,64.1,5.4,3.0,,2024-02-17T07:46:07,2024-02-17T18:13:23,0.26,"Rain, Overcast",Cloudy skies throughout the day with early morning rain.,rain,"07460099999,07379099999,LFLC,07374099999,LFLV,LFLN",2168.916667
2024-02-18,53.1,37.2,44.9,53.1,37.2,44.7,40.4,84.8,0.03,100,8.33,rain,0.0,0.0,14.4,6.1,302.3,1034.2,98.7,11.7,85.2,7.5,4.0,,2024-02-18T07:44:29,2024-02-18T18:14:51,0.29,"Rain, Overcast",Cloudy skies throughout the day with late afternoon rain.,rain,"07460099999,07379099999,LFLC,07374099999,LFLV,LFLN",6997.5
2024-02-19,52.5,47.3,49.4,52.5,45.0,48.8,45.7,87.3,0.125,100,20.83,rain,0.0,0.0,19.3,10.3,314.7,1033.5,99.3,10.5,49.3,4.3,2.0,,2024-02-19T07:42:51,2024-02-19T18:16:20,0.33,"Rain, Overcast",Cloudy skies throughout the day with rain clearing later.,rain,"07460099999,07379099999,LFLC,07374099999,LFLV,LFLN",4456.833333
2024-02-20,51.9,37.2,45.7,51.9,37.2,44.9,40.3,82.7,0.0,0,0.0,,0.0,0.0,14.8,6.5,324.8,1032.4,95.5,10.4,80.7,7.0,3.0,,2024-02-20T07:41:11,2024-02-20T18:17:48,0.36,Overcast,Cloudy skies throughout the day.,cloudy,"07460099999,07379099999,LFLC,07374099999,LFLV,LFLN",3097.0
2024-02-21,59.2,36.8,46.4,59.2,32.5,45.0,37.7,75.1,0.066,100,12.5,rain,0.0,0.0,22.8,10.2,186.2,1022.0,97.2,10.9,54.6,4.6,2.0,,2024-02-21T07:39:31,2024-02-21T18:19:16,0.39,"Rain, Overcast",Cloudy skies throughout the day with late afternoon rain.,rain,"07460099999,07379099999,LFLC,07374099999,LFLV,LFLN",9095.666667
2024-02-22,61.9,44.9,53.6,61.9,40.0,52.5,42.2,66.3,0.134,100,37.5,rain,0.0,0.0,39.3,17.8,198.0,1004.0,98.9,12.1,38.0,3.3,2.0,,2024-02-22T07:37:49,2024-02-22T18:20:44,0.43,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"07460099999,07379099999,LFLC,07374099999,LFLV,LFLN",13762.54167
2024-02-23,49.9,38.7,43.9,45.9,33.7,39.6,33.2,66.0,0.007,100,4.17,rain,0.0,0.0,30.5,10.8,201.7,1000.4,79.7,13.9,115.8,9.9,4.0,,2024-02-23T07:36:06,2024-02-23T18:22:11,0.46,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"07460099999,07379099999,LFLC,07374099999,LFLV,LFLN",9963.458333
2024-02-24,50.0,36.3,43.2,50.0,32.9,39.3,31.7,64.2,0.001,100,4.17,rain,0.0,0.0,24.5,10.7,208.5,1004.4,84.3,14.0,105.1,9.2,4.0,,2024-02-24T07:34:22,2024-02-24T18:23:38,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"07460099999,07379099999,LFLC,07374099999,LFLV,LFLN",8068.041667
2024-02-25,50.7,40.0,45.8,50.7,35.7,40.9,36.5,69.9,0.126,100,16.67,rain,0.0,0.0,37.3,20.8,175.9,1000.7,98.6,13.1,51.4,4.4,3.0,,2024-02-25T07:32:38,2024-02-25T18:25:05,0.53,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"07460099999,07379099999,LFLC,07374099999,LFLV,LFLN",9016.125
2024-02-26,55.7,44.5,49.4,55.7,42.5,47.7,41.9,76.3,0.244,100,37.5,rain,0.0,0.0,31.8,15.3,187.3,996.0,97.6,12.6,96.6,8.4,3.0,,2024-02-26T07:30:52,2024-02-26T18:26:32,0.57,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"07460099999,07379099999,LFLC,07374099999,LFLV,LFLN",9434.541667
2024-02-27,46.0,40.7,43.3,43.8,34.2,39.0,41.0,91.8,0.025,100,8.33,rain,0.0,0.0,27.7,13.4,338.4,1012.1,98.9,7.0,67.4,5.8,3.0,,2024-02-27T07:29:06,2024-02-27T18:27:58,0.6,"Rain, Overcast",Cloudy skies throughout the day with morning rain.,rain,"07460099999,07379099999,LFLC,07374099999,LFLV,LFLN",7898.0
2024-02-28,45.9,32.4,40.8,44.5,29.1,36.8,37.0,86.6,0.0,0,0.0,,0.0,0.0,20.5,9.9,330.8,1022.4,91.7,5.1,120.3,10.4,5.0,,2024-02-28T07:27:19,2024-02-28T18:29:24,0.63,Overcast,Cloudy skies throughout the day.,cloudy,"07460099999,07379099999,LFLC,07374099999,LFLV,LFLN",2964.0
2024-02-29,57.9,29.8,42.0,57.9,24.1,39.5,34.8,78.4,0.011,100,4.17,rain,0.0,0.0,15.7,10.0,173.7,1015.0,63.1,7.5,156.5,13.6,6.0,,2024-02-29T07:25:31,2024-02-29T18:30:50,0.67,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"07460099999,07379099999,LFLC,07374099999,LFLV,LFLN",6948.041667
2024-03-01,55.4,37.9,48.0,55.4,37.8,46.4,38.2,70.3,0.057,100,8.33,rain,0.0,0.0,26.5,13.3,203.7,1008.4,81.3,13.1,123.4,10.6,6.0,,2024-03-01T07:23:42,2024-03-01T18:32:15,0.7,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"07460099999,07379099999,LFLC,07374099999,LFLV,LFLN",11304.29167
2024-03-02,58.7,47.5,52.3,58.7,42.3,50.5,40.0,63.5,0.001,100,4.17,rain,0.0,0.0,34.8,18.6,172.8,999.4,96.8,13.9,98.4,8.4,4.0,,2024-03-02T07:21:52,2024-03-02T18:33:40,0.73,"Rain, Overcast",Cloudy skies throughout the day with afternoon rain.,rain,"07460099999,07379099999,LFLC,07374099999,LFLV,LFLN",7314.458333
2024-03-03,48.0,32.7,40.2,45.0,27.3,35.9,37.2,89.3,0.442,100,70.83,"rain,snow",1.6,0.7,22.4,9.9,312.1,1002.6,98.4,9.7,26.5,2.4,1.0,,2024-03-03T07:20:02,2024-03-03T18:35:05,0.75,"Snow, Rain, Overcast",Cloudy skies throughout the day with a chance of rain or snow throughout the day.,snow,"07460099999,07379099999,LFLC,07374099999,LFLV,LFLN",3540.458333
2024-03-04,51.3,31.1,42.6,51.3,29.2,40.6,34.8,75.4,0.0,0,0.0,,0.0,0.5,16.3,7.1,197.9,1013.3,80.7,13.0,160.9,13.8,6.0,,2024-03-04T07:18:11,2024-03-04T18:36:29,0.8,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"07460099999,07379099999,LFLC,07374099999,LFLV,LFLN",3404.666667
2024-03-05,49.7,35.8,42.8,46.2,32.1,39.8,36.2,78.1,0.014,100,16.67,rain,0.0,0.2,26.4,8.9,219.5,1017.7,89.2,12.8,130.4,11.1,5.0,,2024-03-05T07:16:20,2024-03-05T18:37:54,0.83,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"07460099999,07379099999,LFLC,07374099999,LFLV,LFLN",3973.333333
2024-03-06,50.0,31.7,41.9,50.0,31.7,40.0,34.6,76.4,0.0,0,0.0,,0.0,0.0,11.6,6.0,169.2,1022.2,78.2,13.3,104.1,9.1,4.0,,2024-03-06T07:14:28,2024-03-06T18:39:18,0.87,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"07460099999,07379099999,LFLC,07374099999,LFLV,LFLN",1148.166667
2024-03-07,55.5,25.4,40.5,55.5,25.4,39.8,32.5,75.8,0.0,0,0.0,,0.0,0.0,19.2,10.4,75.6,1016.0,27.3,10.0,182.9,15.8,6.0,,2024-03-07T07:12:36,2024-03-07T18:40:42,0.9,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"07460099999,07379099999,LFLC,07374099999,LFLV,LFLN",6196.875
2024-03-08,56.3,40.5,48.9,56.3,38.4,46.8,35.7,60.9,0.006,100,4.17,rain,0.0,0.0,32.0,17.8,160.4,1004.1,81.6,13.5,126.2,10.9,6.0,,2024-03-08T07:10:43,2024-03-08T18:42:05,0.94,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"07460099999,07379099999,LFLC,07374099999,LFLV,LFLN",8014.208333
2024-03-09,56.9,43.3,49.0,56.9,39.7,46.5,39.2,70.0,0.774,100,29.17,rain,0.0,0.0,36.6,23.1,168.7,995.6,97.2,12.2,58.6,4.9,2.0,,2024-03-09T07:08:49,2024-03-09T18:43:28,0.97,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"07460099999,07379099999,LFLC,07374099999,LFLV,LFLN",8373.958333
2024-03-10,53.8,39.3,45.3,53.8,33.4,42.9,39.6,81.7,0.318,100,37.5,rain,0.0,0.0,19.5,10.6,163.9,995.6,94.7,12.5,145.2,12.4,6.0,,2024-03-10T07:06:55,2024-03-10T18:44:51,0.0,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"07460099999,07379099999,LFLC,07374099999,LFLV,LFLN",1600.5
2024-03-11,49.9,40.4,45.2,48.8,40.3,43.7,40.7,84.9,0.024,100,12.5,rain,0.0,0.0,16.2,8.1,242.4,1008.4,96.4,12.7,135.5,11.7,5.0,,2024-03-11T07:05:01,2024-03-11T18:46:14,0.04,"Rain, Overcast",Cloudy skies throughout the day with rain in the morning and afternoon.,rain,"07460099999,07379099999,LFLC,07374099999,LFLV,LFLN",4245.75
2024-03-12,54.5,43.2,48.6,54.5,41.3,47.6,41.9,78.6,0.014,100,12.5,rain,0.0,0.0,18.7,8.4,225.5,1020.3,97.9,11.5,89.4,7.6,4.0,,2024-03-12T07:03:07,2024-03-12T18:47:37,0.07,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"07460099999,07379099999,LFLC,07374099999,LFLV,LFLN",5825.583333
2024-03-13,60.7,44.5,51.6,60.7,44.5,51.4,44.5,78.0,0.0,0,0.0,,0.0,0.0,12.3,7.6,54.8,1019.5,89.2,12.0,103.8,9.1,4.0,,2024-03-13T07:01:12,2024-03-13T18:48:59,0.1,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"07460099999,07379099999,LFLC,07374099999,LFLV,LFLN",3284.958333
2024-03-14,70.6,35.0,52.2,70.6,35.0,52.1,42.4,73.5,0.0,0,0.0,,0.0,0.0,14.7,8.2,179.5,1014.7,63.0,10.5,182.2,15.6,7.0,,2024-03-14T06:59:16,2024-03-14T18:50:21,0.14,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"07460099999,07379099999,LFLC,07374099999,LFLV,LFLN",4790.458333
2024-03-15,64.0,45.8,55.1,64.0,43.9,54.7,45.4,71.1,0.001,100,4.17,rain,0.0,0.0,24.7,12.4,226.0,1017.5,82.5,12.2,159.7,14.0,6.0,,2024-03-15T06:57:21,2024-03-15T18:51:43,0.17,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"07460099999,07379099999,LFLC,07374099999,LFLV,LFLN",9639.75
2024-03-16,59.4,48.0,54.6,59.4,48.0,54.6,46.4,74.5,0.007,100,4.17,rain,0.0,0.0,19.6,7.9,254.1,1023.5,98.6,12.6,87.6,7.5,3.0,,2024-03-16T06:55:25,2024-03-16T18:53:05,0.2,"Rain, Overcast",Cloudy skies throughout the day with morning rain.,rain,"07460099999,07379099999,LFLC,07374099999,LFLV,LFLN",3449.25
2024-03-17,62.8,46.6,53.7,62.8,45.1,53.4,47.9,82.0,0.055,100,25.0,rain,0.0,0.0,11.8,7.1,152.2,1021.0,96.3,10.4,115.5,10.0,5.0,,2024-03-17T06:53:29,2024-03-17T18:54:27,0.25,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"07460099999,07379099999,LFLC,07374099999,LFLV,LFLN",2474.125
2024-03-18,62.9,45.0,56.0,62.9,45.0,56.0,50.3,82.2,0.054,100,12.5,rain,0.0,0.0,20.4,9.1,300.1,1018.0,81.4,11.8,108.4,9.3,4.0,,2024-03-18T06:51:33,2024-03-18T18:55:48,0.27,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"07460099999,07379099999,LFLC,07374099999,LFLV,LFLN",1402.583333
2024-03-19,65.0,39.0,51.2,65.0,37.2,50.9,43.9,78.9,0.0,0,0.0,,0.0,0.0,13.0,5.5,36.2,1018.5,57.9,9.4,195.5,16.9,6.0,,2024-03-19T06:49:37,2024-03-19T18:57:09,0.3,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"07460099999,07379099999,LFLC,07374099999,LFLV,LFLN",744.7916667
2024-03-20,74.3,38.4,55.4,74.3,34.8,54.9,44.7,71.7,0.0,0,0.0,,0.0,0.0,17.4,8.7,164.4,1017.4,85.6,12.1,203.5,17.5,7.0,,2024-03-20T06:47:40,2024-03-20T18:58:30,0.34,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"07460099999,07379099999,LFLC,07374099999,LFLV,LFLN",1625.666667
2024-03-21,70.1,47.1,58.3,70.1,45.3,58.1,47.3,68.3,0.0,0,0.0,,0.0,0.0,17.5,8.1,273.8,1024.4,50.1,13.0,183.7,15.9,7.0,,2024-03-21T06:45:44,2024-03-21T18:59:51,0.37,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"07460099999,07379099999,LFLC,07374099999,LFLV,LFLN",1075.208333
2024-03-22,73.9,45.1,57.2,73.9,45.0,57.0,45.9,70.6,0.0,0,0.0,,0.0,0.0,12.4,6.3,188.9,1020.7,49.4,11.9,217.2,18.8,7.0,,2024-03-22T06:43:47,2024-03-22T19:01:12,0.41,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"07460099999,07379099999,LFLC,07374099999,LFLV,LFLN",2599.375
2024-03-23,54.8,43.6,49.4,54.8,38.3,47.7,36.7,62.9,0.001,100,4.17,rain,0.0,0.0,28.8,12.8,279.5,1019.4,85.1,12.5,153.1,13.2,6.0,,2024-03-23T06:41:51,2024-03-23T19:02:33,0.44,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"07460099999,07379099999,LFLC,07374099999,LFLV,LFLN",8545.458333
2024-03-24,51.8,35.1,44.7,51.8,35.1,42.3,35.5,71.7,0.024,100,16.67,rain,0.0,0.0,25.0,11.3,278.5,1016.5,89.5,12.7,181.4,15.7,7.0,,2024-03-24T06:39:54,2024-03-24T19:03:53,0.47,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"07460099999,07379099999,LFLC,07374099999,LFLV,LFLN",7744.541667
2024-03-25,58.6,28.8,45.3,58.6,26.7,44.6,33.3,66.5,0.0,0,0.0,,0.0,0.0,27.7,12.8,153.6,1002.8,72.9,12.4,189.2,16.3,6.0,,2024-03-25T06:37:58,2024-03-25T19:05:14,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"07460099999,07379099999,LFLC,07374099999,LFLV,LFLN",4710.625
2024-03-26,55.0,42.1,49.3,55.0,38.6,48.3,43.7,81.3,0.127,100,37.5,rain,0.0,0.0,31.5,10.6,188.0,990.6,98.1,9.9,62.0,5.2,3.0,,2024-03-26T06:36:01,2024-03-26T19:06:34,0.54,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"07460099999,07379099999,LFLC,07374099999,LFLV,LFLN",4979.0
2024-03-27,56.9,38.6,46.6,56.9,33.6,43.7,37.0,71.9,0.344,100,12.5,rain,0.0,0.0,26.2,19.2,188.7,990.2,79.6,9.6,177.2,15.4,7.0,,2024-03-27T06:34:05,2024-03-27T19:07:54,0.57,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"07460099999,LFLC,07379099999,07374099999,LFLV,LFLN",7804.458333
2024-03-28,60.4,44.5,52.0,60.4,38.3,49.3,34.4,52.8,0.059,100,20.83,rain,0.0,0.0,36.9,23.4,195.6,993.5,67.1,6.2,218.2,18.9,7.0,,2024-03-28T06:32:09,2024-03-28T19:09:15,0.61,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"LFLC,LFLV,LFLN",13709.66667
2024-03-29,60.1,48.1,55.3,60.1,45.3,54.9,47.5,76.0,0.147,100,54.17,rain,0.0,0.0,43.8,22.4,225.6,994.9,89.1,6.2,121.3,10.4,4.0,,2024-03-29T06:30:13,2024-03-29T19:10:35,0.64,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"LFLC,LFLV,LFLN",7219.833333
2024-03-30,59.5,44.9,49.7,59.5,41.5,48.0,44.7,84.3,0.542,100,50.0,rain,0.0,0.0,35.8,21.9,14.7,995.5,81.5,5.9,66.1,5.5,3.0,,2024-03-30T06:28:17,2024-03-30T19:11:55,0.68,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"07460099999,LFLC,LFLV,LFLN",3357.166667
2024-03-31,58.5,46.3,51.4,58.5,42.0,50.3,44.7,78.2,0.483,100,62.5,rain,0.0,0.0,40.7,14.0,158.1,993.8,93.5,6.1,144.1,12.0,6.0,,2024-03-31T07:26:21,2024-03-31T20:13:15,0.71,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"07460099999,LFLC,07379099999,LFLV,LFLN",6484.434783
2024-04-01,56.6,44.5,48.8,56.6,38.8,46.2,41.6,77.1,0.023,100,4.17,rain,0.0,0.0,34.0,13.6,214.2,1002.7,90.1,7.8,183.1,15.7,6.0,,2024-04-01T07:24:26,2024-04-01T20:14:35,0.75,"Rain, Overcast",Cloudy skies throughout the day with late afternoon rain.,rain,"07460099999,LFLC,07379099999,07374099999,LFLV,LFLN",6371.166667
2024-04-02,62.5,44.7,52.4,62.5,41.0,51.0,39.5,62.5,0.0,0,0.0,,0.0,0.0,25.9,11.4,194.5,1014.0,78.9,9.5,142.8,12.3,5.0,,2024-04-02T07:22:31,2024-04-02T20:15:55,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"07460099999,07379099999,LFLC,07374099999,LFLV,LFLN",10390.29167
2024-04-03,62.8,48.3,55.1,62.8,45.9,54.9,46.9,74.2,0.149,100,50.0,rain,0.0,0.0,27.6,10.8,217.1,1012.9,94.9,12.1,128.3,11.1,4.0,,2024-04-03T07:20:36,2024-04-03T20:17:15,0.82,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"07460099999,07379099999,LFLC,07374099999,LFLV,LFLN",9751.5
2024-04-04,70.6,48.2,57.8,70.6,44.5,57.2,46.4,67.5,0.0,0,0.0,,0.0,0.0,24.9,12.0,192.3,1016.4,92.9,13.4,163.2,14.0,6.0,,2024-04-04T07:18:42,2024-04-04T20:18:35,0.85,Overcast,Cloudy skies throughout the day.,cloudy,"07460099999,07379099999,LFLC,07374099999,LFLV,LFLN",10695.66667
2024-04-05,76.1,49.3,63.5,76.1,49.3,63.5,46.7,56.4,0.0,0,0.0,,0.0,0.0,31.1,16.2,176.3,1014.4,94.0,13.6,222.4,19.3,7.0,,2024-04-05T07:16:48,2024-04-05T20:19:54,0.88,Overcast,Cloudy skies throughout the day.,cloudy,"07460099999,07379099999,LFLC,07374099999,LFLV,LFLN",8410.75
2024-04-06,79.7,58.4,68.0,79.7,58.4,68.0,40.5,36.8,0.0,0,0.0,,0.0,0.0,37.1,20.1,173.1,1013.8,83.8,13.2,256.1,22.1,8.0,,2024-04-06T07:14:54,2024-04-06T20:21:14,0.92,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"07460099999,07379099999,LFLC,07374099999,LFLV,LFLN",8666.916667
2024-04-07,72.3,53.7,65.1,72.3,53.7,65.1,45.4,50.9,0.0,0,0.0,,0.0,0.0,35.8,19.2,177.1,1014.6,94.7,13.7,159.4,13.7,5.0,,2024-04-07T07:13:01,2024-04-07T20:22:34,0.95,Overcast,Cloudy skies throughout the day.,cloudy,"07460099999,07379099999,LFLC,07374099999,LFLV,LFLN",5198.75
2024-04-08,77.7,47.0,63.1,77.7,46.1,63.0,45.7,58.6,0.0,0,0.0,,0.0,0.0,33.6,18.8,178.9,1008.4,72.8,12.2,212.5,18.4,8.0,,2024-04-08T07:11:08,2024-04-08T20:23:54,0.0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"07460099999,07379099999,LFLC,07374099999,LFLV,LFLN",4689.166667
2024-04-09,59.7,44.9,50.4,59.7,42.1,49.1,41.4,72.2,0.328,100,20.83,rain,0.0,0.0,34.6,15.3,265.8,1019.9,86.0,11.5,201.4,17.3,7.0,,2024-04-09T07:09:16,2024-04-09T20:25:14,0.02,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"07460099999,07379099999,LFLC,07374099999,LFLV,LFLN",8689.0
2024-04-10,56.9,37.3,47.0,56.9,36.5,46.1,37.2,71.0,0.0,0,0.0,,0.0,0.0,24.8,12.7,350.5,1030.5,64.9,12.9,161.5,14.0,5.0,,2024-04-10T07:07:25,2024-04-10T20:26:33,0.05,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"07460099999,07379099999,LFLC,07374099999,LFLV,LFLN",3332.25
2024-04-11,62.9,32.7,48.2,62.9,29.4,47.9,37.3,70.3,0.0,0,0.0,,0.0,0.0,15.9,7.9,14.0,1034.0,44.0,11.9,260.8,22.3,8.0,,2024-04-11T07:05:34,2024-04-11T20:27:53,0.09,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"07460099999,07379099999,LFLC,07374099999,LFLV,LFLN",2033.416667
2024-04-12,70.5,40.5,55.0,70.5,37.4,54.2,43.6,68.7,0.0,0,0.0,,0.0,0.0,15.6,8.1,28.9,1032.7,44.5,12.1,256.5,22.3,8.0,,2024-04-12T07:03:43,2024-04-12T20:29:13,0.12,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"07460099999,07379099999,LFLC,07374099999,LFLV,LFLN",855.9166667
2024-04-13,80.5,43.2,60.5,80.2,41.5,60.1,48.7,69.9,0.0,0,0.0,,0.0,0.0,11.4,6.1,156.1,1027.8,56.1,11.5,273.3,23.6,8.0,,2024-04-13T07:01:53,2024-04-13T20:30:33,0.15,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"07460099999,07379099999,LFLC,07374099999,LFLV,LFLN",1905.916667
2024-04-14,80.0,46.5,63.6,80.1,45.1,63.5,51.8,69.5,0.001,100,4.17,rain,0.0,0.0,13.1,6.7,345.4,1022.9,49.8,11.9,271.0,23.5,8.0,,2024-04-14T07:00:04,2024-04-14T20:31:52,0.19,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"07460099999,07379099999,LFLC,07374099999,LFLV,LFLN",1287.791667
2024-04-15,67.4,52.5,58.9,67.4,52.5,58.9,48.0,70.2,0.001,100,4.17,rain,0.0,0.0,29.8,13.2,276.9,1017.7,86.4,11.7,174.7,15.1,6.0,,2024-04-15T06:58:16,2024-04-15T20:33:12,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"07460099999,07379099999,LFLC,07374099999,LFLV,LFLN",7627.791667
2024-04-16,54.5,42.0,48.4,54.5,39.5,46.7,38.9,70.7,0.078,100,16.67,rain,0.0,0.0,30.3,15.5,287.9,1017.1,94.9,11.5,190.3,16.3,6.0,,2024-04-16T06:56:28,2024-04-16T20:34:32,0.25,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"07460099999,07379099999,LFLC,07374099999,LFLV,LFLN",8833.541667
2024-04-17,53.5,41.9,46.6,53.5,38.4,44.2,39.3,77.0,0.076,100,37.5,rain,0.0,0.0,31.8,12.0,302.7,1015.9,95.9,11.7,159.7,13.8,5.0,,2024-04-17T06:54:41,2024-04-17T20:35:51,0.28,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"07460099999,07379099999,LFLC,07374099999,LFLV,LFLN",4519.25
2024-04-18,51.0,37.2,43.1,51.0,31.6,39.7,36.4,78.7,0.106,100,25.0,rain,0.0,0.0,29.2,15.6,352.5,1019.4,88.3,11.7,199.1,17.2,6.0,,2024-04-18T06:52:55,2024-04-18T20:37:11,0.32,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"07460099999,07379099999,LFLC,07374099999,LFLV,LFLN",2530.375
2024-04-19,60.4,31.4,46.1,60.4,26.1,44.6,35.8,71.3,0.0,0,0.0,,0.0,0.0,23.3,10.1,278.8,1021.9,72.5,10.8,197.5,17.1,7.0,,2024-04-19T06:51:10,2024-04-19T20:38:30,0.35,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"07460099999,07379099999,LFLC,07374099999,LFLV,LFLN",7730.291667
2024-04-20,51.6,36.9,46.0,51.6,35.5,42.2,36.2,69.9,0.007,100,4.17,rain,0.0,0.0,25.3,13.3,356.6,1022.3,87.4,12.5,151.0,13.1,5.0,,2024-04-20T06:49:25,2024-04-20T20:39:50,0.38,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"07460099999,07379099999,LFLC,07374099999,LFLV,LFLN",5506.041667
2024-04-21,49.9,30.2,39.1,45.5,30.2,36.6,32.8,80.0,0.007,100,4.17,rain,0.0,0.0,33.6,16.5,341.5,1022.9,81.7,10.9,223.0,19.2,7.0,,2024-04-21T06:47:42,2024-04-21T20:41:09,0.42,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"07460099999,07379099999,LFLC,07374099999,LFLV,LFLN",5869.125
2024-04-22,50.1,29.3,39.9,50.1,27.6,35.9,29.9,71.2,0.0,0,0.0,,0.0,0.0,29.9,15.5,0.5,1021.3,74.2,12.1,226.7,19.6,7.0,,2024-04-22T06:45:59,2024-04-22T20:42:29,0.45,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"07460099999,07379099999,LFLC,07374099999,LFLV,LFLN",5193.666667
2024-04-23,51.4,31.0,41.3,51.4,31.0,39.1,29.6,66.4,0.0,0,0.0,"rain,snow",0.1,0.0,30.6,17.2,349.4,1018.4,78.1,11.3,257.1,22.1,8.0,,2024-04-23T06:44:18,2024-04-23T20:43:48,0.48,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"07460099999,07379099999,LFLC,07374099999,LFLV,LFLN",3431.416667
2024-04-24,47.0,29.0,39.4,44.5,27.5,37.2,33.6,80.2,0.001,100,4.17,rain,0.0,0.0,17.4,8.5,252.3,1016.5,92.8,11.1,170.4,14.8,6.0,,2024-04-24T06:42:37,2024-04-24T20:45:07,0.5,"Rain, Overcast",Cloudy skies throughout the day with afternoon rain.,rain,"07460099999,07379099999,LFLC,07374099999,LFLV,LFLN",4103.125
2024-04-25,53.7,39.3,45.7,53.7,35.7,43.8,39.6,80.3,0.056,100,12.5,rain,0.0,0.0,16.3,9.1,172.0,1009.7,99.2,11.1,157.9,13.7,6.0,,2024-04-25T06:40:57,2024-04-25T20:46:26,0.55,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"07460099999,07379099999,LFLC,07374099999,LFLV,LFLN",1391.666667
2024-04-26,58.8,45.8,51.1,58.8,43.2,50.3,45.5,82.5,0.05,100,37.5,rain,0.0,0.0,19.6,9.2,178.4,1005.6,95.8,12.0,183.9,15.7,7.0,,2024-04-26T06:39:19,2024-04-26T20:47:45,0.59,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"07460099999,07379099999,LFLC,07374099999,LFLV,LFLN",1893.375
